time,regime,temperature_C,wind_speed_ms,illuminance_lux,precipitation_mm,elec_vmin,elec_vmax,elec_vavg,elec_line_loading_max,elec_line_loading_top1,elec_line_loading_top2,elec_line_loading_top3,elec_vmax_nonslack,elec_line_i_ka_max,elec_p_loss_mw,elec_soc_1,elec_soc_2,elec_soc_3,elec_soc_4,elec_soc_5,elec_any_violate,elec_violate_v,elec_violate_line,yhat_ess1_up,yhat_ess1_down,yhat_ess2_up,yhat_ess2_down,yhat_ess3_up,yhat_ess3_down,yhat_ess4_up,yhat_ess4_down,yhat_ess5_up,yhat_ess5_down,yhat_sop1_fwd,yhat_sop1_rev,yhat_sop2_fwd,yhat_sop2_rev,yhat_pv1,yhat_pv2,yhat_pv3,yhat_pv4,yhat_pv5,yhat_pv6,yhat_wt1,yhat_wt2,yhat_wt3,yhat_wt4,yhat_wt5,yhat_wt6
2024-07-01 10:00:00+08:00,heavy_rain,25.47,4.57,18019,5.03,0.976900508,1,0.988950629,53.45764471,53.45764471,43.45458337,24.88155512,1,0.128298347,0.113012825,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01 11:00:00+08:00,heavy_rain,26.63,3.67,19499,3.89,0.977508863,1,0.989712444,52.13853199,52.13853199,42.03742721,25.07156572,1,0.125132477,0.11305896,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01 12:00:00+08:00,heavy_rain,28.11,5.61,20000,3.49,0.976937396,1,0.989400084,52.36110005,52.36110005,42.14350198,25.31031933,1,0.12566664,0.114141059,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01 13:00:00+08:00,heavy_rain,28.35,3.02,19499,3.82,0.976009796,1,0.98864552,53.50607267,53.50607267,43.22465693,25.43033025,1,0.128414574,0.115370955,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01 14:00:00+08:00,heavy_rain,29.32,6.51,18019,4.59,0.973939676,1,0.986814642,56.07404445,56.07404445,45.74116899,25.57186485,1,0.134577707,0.117684438,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01 15:00:00+08:00,heavy_rain,29.19,6.31,15637,5.34,0.971308573,1,0.984420519,59.73606008,59.73606008,49.36935167,25.70808647,1,0.143366544,0.122844352,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01 16:00:00+08:00,heavy_rain,31.94,3.63,12470,5.64,0.964946842,1,0.979217973,67.3627864,67.3627864,56.64823813,32.60170335,1,0.161670687,0.141087105,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01 17:00:00+08:00,heavy_rain,32.41,5.56,8678,5.25,0.958736217,1,0.974963751,73.69926818,73.69926818,62.93543413,38.89145874,1,0.176878244,0.161764043,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01 18:00:00+08:00,heavy_rain,33.28,8.22,4450,4.32,0.947349855,1,0.97052914,80.02467226,80.02467226,69.34355703,45.37082294,1,0.192059213,0.189287457,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01 19:00:00+08:00,heavy_rain,32.17,6.98,0,3.21,0.935125744,1,0.965512033,87.73582963,87.73582963,77.00428218,53.16998101,1,0.210565991,0.232282441,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01 20:00:00+08:00,heavy_rain,35.26,7.36,0,2.23,0.941870521,1,0.9696126,82.21120944,82.21120944,72.10670837,49.44937238,1,0.197306903,0.20828063,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01 21:00:00+08:00,heavy_rain,33.85,5.61,0,1.56,0.942539708,1,0.969930967,81.99728366,81.99728366,71.90626878,49.37396435,1,0.196793481,0.2076679,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.375,1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01 22:00:00+08:00,heavy_rain,33,4.86,0,1.2,0.943173067,1,0.970298816,81.55380785,81.55380785,71.51414012,49.09063193,1,0.195729139,0.20588985,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.125,1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01 23:00:00+08:00,heavy_rain,34.55,4.76,0,1.03,0.941838173,1,0.969490652,82.61137924,82.61137924,72.44492637,49.79572755,1,0.19826731,0.210270414,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-02 00:00:00+08:00,heavy_rain,31.88,6.14,0,0.81,0.953369052,1,0.976497247,73.65172229,73.65172229,64.66010755,43.8610425,1,0.176764133,0.175437046,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 01:00:00+08:00,heavy_rain,29.64,9.14,0,0.87,0.956669911,1,0.978754072,70.19864177,70.19864177,61.73165783,41.39842301,1,0.16847674,0.162571476,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 02:00:00+08:00,heavy_rain,29.53,7.49,0,1.01,0.955619025,1,0.977935963,71.69679823,71.69679823,62.99827593,42.52605668,1,0.172072316,0.168304447,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 03:00:00+08:00,heavy_rain,26.78,7.87,0,1.3,0.957881258,1,0.979337238,69.93967351,69.93967351,61.51547936,41.36546207,1,0.167855216,0.162245815,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 04:00:00+08:00,heavy_rain,28.76,7.13,0,1.84,0.956035666,1,0.978162088,71.50023452,71.50023452,62.83154946,42.42185938,1,0.171600563,0.167722836,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 05:00:00+08:00,heavy_rain,26.52,2.51,0,2.73,0.957149013,1,0.978744787,71.07200543,71.07200543,62.46986503,42.22638645,1,0.170572813,0.16659666,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 06:00:00+08:00,heavy_rain,25.47,5.3,4450,4,0.962306874,1,0.979373362,68.98363753,68.98363753,59.65558871,38.12326097,1,0.16556073,0.150511862,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 07:00:00+08:00,heavy_rain,26.55,5.07,8678,5.53,0.972439817,1,0.983487446,62.80524625,62.80524625,53.45602049,31.63092508,1,0.150732591,0.128468891,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 08:00:00+08:00,heavy_rain,23.81,7.67,12470,7.05,0.971932577,1,0.984091322,60.64787947,60.64787947,50.75143901,27.83634481,1,0.145554911,0.122546324,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 09:00:00+08:00,heavy_rain,25.8,9.03,15637,8.18,0.975966089,1,0.987581311,55.0641385,55.0641385,45.34028071,24.44506258,1,0.132153932,0.111811918,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 10:00:00+08:00,heavy_rain,23.82,4.8,18019,8.61,0.977423836,1,0.98934077,52.93682828,52.93682828,42.98942735,24.77638338,1,0.127048388,0.112214221,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 11:00:00+08:00,heavy_rain,24.08,4.78,1950,40.73,0.947194926,1,0.971601363,79.45443438,79.45443438,69.26905272,46.5110202,1,0.190690643,0.192385195,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0.75,1,1,0,1,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-02 12:00:00+08:00,heavy_rain,26.21,6.33,20000,7.05,0.978771108,1,0.990690716,50.65351425,50.65351425,40.67159402,24.86325465,1,0.121568434,0.111315386,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 13:00:00+08:00,heavy_rain,29.73,3.96,19499,5.53,0.974814325,1,0.987793813,54.60855093,54.60855093,44.1891352,25.71838989,1,0.131060522,0.11733434,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 14:00:00+08:00,heavy_rain,29.09,3.85,1802,34.22,0.942779005,1,0.969025802,82.90158726,82.90158726,72.34904909,48.92696585,1,0.198963809,0.206756302,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.25,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-02 15:00:00+08:00,heavy_rain,30.47,4.34,15637,2.73,0.969876673,1,0.98343187,61.14157037,61.14157037,50.59919633,26.71571965,1,0.146739769,0.126341999,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 16:00:00+08:00,heavy_rain,32.57,7,12470,1.84,0.965024211,1,0.97922444,67.16553415,67.16553415,56.49298625,32.42927063,1,0.161197282,0.140231529,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 17:00:00+08:00,heavy_rain,32.54,4.56,8678,1.3,0.958500607,1,0.974805303,73.95041144,73.95041144,63.15563196,39.07450023,1,0.177480987,0.162681581,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02 18:00:00+08:00,heavy_rain,33.87,8.53,4450,1.01,0.946987685,1,0.970350794,80.18997714,80.18997714,69.49858025,45.46219192,1,0.192455945,0.189846825,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0.875,1,1,0,1,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-02 19:00:00+08:00,heavy_rain,33.1,5.83,0,0.87,0.933897108,1,0.964716117,88.92810118,88.92810118,78.05958708,54.01281033,1,0.213427443,0.237867599,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-02 20:00:00+08:00,heavy_rain,32.38,6.72,0,0.81,0.944074149,1,0.970902911,80.62651555,80.62651555,70.70759702,48.42759821,1,0.193503637,0.201920866,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.25,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-02 21:00:00+08:00,heavy_rain,32.16,8.18,0,0.79,0.944981941,1,0.971566795,79.48714509,79.48714509,69.72318842,47.58021783,1,0.190769148,0.196985822,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-02 22:00:00+08:00,heavy_rain,33.73,4.26,0,0.79,0.942511972,1,0.969893349,82.095877,82.095877,71.99017075,49.45590539,1,0.197030105,0.208142652,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.375,1,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-02 23:00:00+08:00,heavy_rain,34.77,4.28,0,0.78,0.941621795,1,0.969355435,82.79892383,82.79892383,72.60965358,49.92419336,1,0.198717417,0.211068371,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-03 00:00:00+08:00,heavy_rain,32.09,6.13,0,1.52,0.953208202,1,0.976399539,73.77187741,73.77187741,64.76279826,43.93957377,1,0.177052506,0.175868272,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.125,0,0,0,0,0.875,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 01:00:00+08:00,heavy_rain,30.37,3.77,0,1.97,0.954260746,1,0.976997193,73.15525676,73.15525676,64.23506837,43.5724385,1,0.175572616,0.173813081,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 02:00:00+08:00,heavy_rain,31.44,3.37,0,2.79,0.953450911,1,0.976506586,73.75124049,73.75124049,64.74349102,43.96019496,1,0.177002977,0.175935503,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 03:00:00+08:00,heavy_rain,28.76,5.36,0,4.14,0.955574267,1,0.977808614,72.13387452,72.13387452,63.3674244,42.89638361,1,0.173121299,0.170176192,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 04:00:00+08:00,heavy_rain,27.49,5.41,0,6.06,0.956534466,1,0.978390897,71.43767473,71.43767473,62.77830586,42.44587587,1,0.171450419,0.167775025,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 05:00:00+08:00,heavy_rain,26.56,2.69,0,8.38,0.957119047,1,0.978726648,71.09337265,71.09337265,62.48786862,42.24013641,1,0.170624094,0.166669156,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 06:00:00+08:00,heavy_rain,25.35,3.86,1335,10.68,0.953490316,1,0.975768233,74.30108058,74.30108058,64.91265283,43.49475156,1,0.178322593,0.174526644,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 07:00:00+08:00,heavy_rain,24.62,7.32,2603,12.41,0.958070712,1,0.977924779,71.0188075,71.0188075,61.81430702,40.48587407,1,0.170445138,0.160016298,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 08:00:00+08:00,heavy_rain,23.4,7.09,3741,13.05,0.952909627,1,0.974115911,75.60108988,75.60108988,65.53124887,42.80787679,1,0.181442616,0.173857379,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.125,0,0,0,0,1,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 09:00:00+08:00,heavy_rain,25.35,1.34,4691,12.41,0.954646321,1,0.974558704,75.04541339,75.04541339,64.84639153,41.9643415,1,0.180108992,0.170614518,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 10:00:00+08:00,heavy_rain,25.38,7.83,5406,10.68,0.95753585,1,0.976060234,72.58241525,72.58241525,62.56542488,39.79775478,1,0.174197797,0.16051452,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 11:00:00+08:00,heavy_rain,27.41,7.2,19499,8.38,0.977528461,1,0.989666775,51.95383045,51.95383045,41.89473772,25.02697596,1,0.124689193,0.112257008,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 12:00:00+08:00,heavy_rain,27.06,3.67,20000,6.06,0.977686746,1,0.989948035,51.71698277,51.71698277,41.58061893,25.14078269,1,0.124120759,0.113220399,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 13:00:00+08:00,heavy_rain,26.83,2.89,19499,4.14,0.977332283,1,0.989586978,52.29913855,52.29913855,42.17625532,25.11378063,1,0.125517933,0.113324584,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 14:00:00+08:00,heavy_rain,29.63,5.78,18019,2.79,0.973462909,1,0.986493163,56.56234293,56.56234293,46.163503,25.698816,1,0.135749623,0.118791138,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 15:00:00+08:00,heavy_rain,32.37,5.11,15637,1.97,0.968295617,1,0.982305693,62.61740543,62.61740543,51.91040923,27.75970601,1,0.150281773,0.129943347,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 16:00:00+08:00,heavy_rain,31.5,5.82,12470,1.52,0.965541083,1,0.979620938,66.75812768,66.75812768,56.11732999,32.1649119,1,0.160219506,0.139230825,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03 17:00:00+08:00,heavy_rain,29.53,6.3,868,36.91,0.939946842,1,0.967892308,84.47303887,84.47303887,73.92972142,50.49450184,1,0.202735293,0.215610116,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-03 18:00:00+08:00,heavy_rain,32.27,5.61,4450,1.23,0.947328002,1,0.970340709,80.63687433,80.63687433,69.8558907,45.89122513,1,0.193528498,0.192166663,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.125,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-03 19:00:00+08:00,heavy_rain,32.8,5.6,0,1.2,0.934141512,1,0.964856895,88.7516871,88.7516871,77.90058611,53.89898461,1,0.213004049,0.237080068,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-03 20:00:00+08:00,heavy_rain,33.61,6.81,0,1.19,0.943055045,1,0.970291998,81.40849919,81.40849919,71.39502364,48.9433355,1,0.195380398,0.205086967,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.125,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-03 21:00:00+08:00,heavy_rain,30.3,6.35,0,37.95,0.945732098,1,0.971886891,79.40201846,79.40201846,69.63332537,47.63026394,1,0.190564844,0.197078899,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.25,1,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-03 22:00:00+08:00,heavy_rain,34.69,8.04,0,1.19,0.942731742,1,0.970192604,81.3106412,81.3106412,71.32178085,48.80303726,1,0.195145539,0.204382912,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0.125,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-03 23:00:00+08:00,heavy_rain,32.46,8.24,0,1.19,0.944766509,1,0.971443031,79.63179676,79.63179676,69.85060256,47.67103486,1,0.191116312,0.19754058,50,50,50,50,50,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,1,1,1,0,1,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-04 00:00:00+08:00,heavy_rain,32,6.21,0,0.94,0.953295639,1,0.97645558,73.69491738,73.69491738,64.69713859,43.88679812,1,0.176867802,0.175581748,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04 01:00:00+08:00,heavy_rain,32.24,5.25,0,0.94,0.952938922,1,0.976211531,74.07016607,74.07016607,65.01683813,44.15522151,1,0.177768399,0.17702808,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.375,0,0,0,0,1,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04 02:00:00+08:00,heavy_rain,31.26,10.19,0,0.95,0.956580794,1,0.978881198,69.53151449,69.53151449,61.16713717,40.80792598,1,0.166875635,0.15972337,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04 03:00:00+08:00,heavy_rain,28.68,7.4,0,0.95,0.956214291,1,0.978289262,71.29402662,71.29402662,62.6572216,42.27195723,1,0.171105664,0.166948633,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04 04:00:00+08:00,heavy_rain,28.2,5.96,0,0.96,0.956097802,1,0.978142053,71.68885752,71.68885752,62.99071881,42.5943156,1,0.172053258,0.168579486,50,50,50,50,50,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0
